#time 1Hz  2Hz      5Hz      10Hz      
5.310000e+06 0.929776 -0.684547 -0.309017 0.587785
5320000 0.904827 -0.770513 -0.587785 0.951057
5330000 0.876307 -0.844328 -0.809017 0.951057
5340000 0.844328 -0.904827 -0.951057 0.587785
5.350000e+06 0.809017 -0.951057 -1.000000 -0.000000
5360000 0.770513 -0.982287 -0.951057 -0.587785
5370000 0.728969 -0.998027 -0.809017 -0.951057
5380000 0.684547 -0.998027 -0.587785 -0.951057
5390000 0.637424 -0.982287 -0.309017 -0.587785
5400000 0.587785 -0.951057 -0.000000 -0.000000
5410000 0.535827 -0.904827 0.309017 0.587785
5420000 0.481754 -0.844328 0.587785 0.951057
5430000 0.425779 -0.770513 0.809017 0.951057
5440000 0.368125 -0.684547 0.951057 0.587785
5450000 0.309017 -0.587785 1.000000 -0.000000
5460000 0.248690 -0.481754 0.951057 -0.587785
5470000 0.187381 -0.368125 0.809017 -0.951057
5480000 0.125333 -0.248690 0.587785 -0.951057
5490000 0.062791 -0.125333 0.309017 -0.587785
5500000 0.000000 -0.000000 0.000000 -0.000000
5510000 -0.062791 0.125333 -0.309017 0.587785
5520000 -0.125333 0.248690 -0.587785 0.951057
5530000 -0.187381 0.368125 -0.809017 0.951057
5540000 -0.248690 0.481754 -0.951057 0.587785
5550000 -0.309017 0.587785 -1.000000 0.000000
5.560000e+06 -0.368125 0.684547 -0.951057 -0.587785
5570000 -0.425779 0.770513 -0.809017 -0.951057
5580000 -0.481754 0.844328 -0.587785 -0.951057
5590000 -0.535827 0.904827 -0.309017 -0.587785
5.600000e+06 -0.587785 0.951057 -0.000000 -0.000000
5610000 -0.637424 0.982287 0.309017 0.587785
5620000 -0.684547 0.998027 0.587785 0.951057
5630000 -0.728969 0.998027 0.809017 0.951057
5640000 -0.770513 0.982287 0.951057 0.587785
5650000 -0.809017 0.951057 1.000000 -0.000000
5660000 -0.844328 0.904827 0.951057 -0.587785
5670000 -0.876307 0.844328 0.809017 -0.951057
5680000 -0.904827 0.770513 0.587785 -0.951057
5690000 -0.929776 0.684547 0.309017 -0.587785
5700000 -0.951057 0.587785 -0.000000 0.000000
5710000 -0.968583 0.481754 -0.309017 0.587785
5720000 -0.982287 0.368125 -0.587785 0.951057
5730000 -0.992115 0.248690 -0.809017 0.951057
5740000 -0.998027 0.125333 -0.951057 0.587785
5750000 -1.000000 0.000000 -1.000000 0.000000
5760000 -0.998027 -0.125333 -0.951057 -0.587785
5770000 -0.992115 -0.248690 -0.809017 -0.951057
5780000 -0.982287 -0.368125 -0.587785 -0.951057
5790000 -0.968583 -0.481754 -0.309017 -0.587785
5800000 -0.951057 -0.587785 0.000000 0.000000
5.810000e+06 -0.929776 -0.684547 0.309017 0.587785
5820000 -0.904827 -0.770513 0.587785 0.951057
5830000 -0.876307 -0.844328 0.809017 0.951057
5840000 -0.844328 -0.904827 0.951057 0.587785
5.850000e+06 -0.809017 -0.951057 1.000000 0.000000
5860000 -0.770513 -0.982287 0.951057 -0.587785
5870000 -0.728969 -0.998027 0.809017 -0.951057
5880000 -0.684547 -0.998027 0.587785 -0.951057
5890000 -0.637424 -0.982287 0.309017 -0.587785
5900000 -0.587785 -0.951057 -0.000000 0.000000
5910000 -0.535827 -0.904827 -0.309017 0.587785
5920000 -0.481754 -0.844328 -0.587785 0.951057
5930000 -0.425779 -0.770513 -0.809017 0.951057
5940000 -0.368125 -0.684547 -0.951057 0.587785
5950000 -0.309017 -0.587785 -1.000000 0.000000
5960000 -0.248690 -0.481754 -0.951057 -0.587785
5970000 -0.187381 -0.368125 -0.809017 -0.951057
5980000 -0.125333 -0.248690 -0.587785 -0.951057
5990000 -0.062791 -0.125333 -0.309017 -0.587785
6000000 -0.000000 -0.000000 -0.000000 -0.000000
6010000 0.062791 0.125333 0.309017 0.587785
6020000 0.125333 0.248690 0.587785 0.951057
6030000 0.187381 0.368125 0.809017 0.951057
6040000 0.248690 0.481754 0.951057 0.587785
6050000 0.309017 0.587785 1.000000 -0.000000
6.060000e+06 0.368125 0.684547 0.951057 -0.587785
6070000 0.425779 0.770513 0.809017 -0.951057
6080000 0.481754 0.844328 0.587785 -0.951057
6090000 0.535827 0.904827 0.309017 -0.587785
6.100000e+06 0.587785 0.951057 -0.000000 0.000000
6110000 0.637424 0.982287 -0.309017 0.587785
6120000 0.684547 0.998027 -0.587785 0.951057
6130000 0.728969 0.998027 -0.809017 0.951057
6.140000e+06 0.770513 0.982287 -0.951057 0.587785
6150000 0.809017 0.951057 -1.000000 -0.000000
6160000 0.844328 0.904827 -0.951057 -0.587785
6170000 0.876307 0.844328 -0.809017 -0.951057
6180000 0.904827 0.770513 -0.587785 -0.951057
6190000 0.929776 0.684547 -0.309017 -0.587785
6200000 0.951057 0.587785 -0.000000 -0.000000
6210000 0.968583 0.481754 0.309017 0.587785
6220000 0.982287 0.368125 0.587785 0.951057
6230000 0.992115 0.248690 0.809017 0.951057
6240000 0.998027 0.125333 0.951057 0.587785
6250000 1.000000 -0.000000 1.000000 -0.000000
6260000 0.998027 -0.125333 0.951057 -0.587785
6270000 0.992115 -0.248690 0.809017 -0.951057
6280000 0.982287 -0.368125 0.587785 -0.951057
6290000 0.968583 -0.481754 0.309017 -0.587785
6300000 0.951057 -0.587785 0.000000 -0.000000
6.310000e+06 0.929776 -0.684547 -0.309017 0.587785
6320000 0.904827 -0.770513 -0.587785 0.951057
6330000 0.876307 -0.844328 -0.809017 0.951057
6340000 0.844328 -0.904827 -0.951057 0.587785
6.350000e+06 0.809017 -0.951057 -1.000000 -0.000000
6360000 0.770513 -0.982287 -0.951057 -0.587785
6370000 0.728969 -0.998027 -0.809017 -0.951057
6380000 0.684547 -0.998027 -0.587785 -0.951057
6.390000e+06 0.637424 -0.982287 -0.309017 -0.587785
6400000 0.587785 -0.951057 -0.000000 -0.000000
6410000 0.535827 -0.904827 0.309017 0.587785
6420000 0.481754 -0.844328 0.587785 0.951057
6430000 0.425779 -0.770513 0.809017 0.951057
6440000 0.368125 -0.684547 0.951057 0.587785
6450000 0.309017 -0.587785 1.000000 0.000000
6460000 0.248690 -0.481754 0.951057 -0.587785
6470000 0.187381 -0.368125 0.809017 -0.951057
6480000 0.125333 -0.248690 0.587785 -0.951057
6490000 0.062791 -0.125333 0.309017 -0.587785
6500000 -0.000000 0.000000 -0.000000 0.000000
6510000 -0.062791 0.125333 -0.309017 0.587785
6520000 -0.125333 0.248690 -0.587785 0.951057
6530000 -0.187381 0.368125 -0.809017 0.951057
6540000 -0.248690 0.481754 -0.951057 0.587785
6550000 -0.309017 0.587785 -1.000000 0.000000
6.560000e+06 -0.368125 0.684547 -0.951057 -0.587785
6570000 -0.425779 0.770513 -0.809017 -0.951057
6580000 -0.481754 0.844328 -0.587785 -0.951057
6590000 -0.535827 0.904827 -0.309017 -0.587785
6.600000e+06 -0.587785 0.951057 -0.000000 -0.000000
6610000 -0.637424 0.982287 0.309017 0.587785
6620000 -0.684547 0.998027 0.587785 0.951057
6630000 -0.728969 0.998027 0.809017 0.951057
6.640000e+06 -0.770513 0.982287 0.951057 0.587785
6650000 -0.809017 0.951057 1.000000 0.000000
6660000 -0.844328 0.904827 0.951057 -0.587785
6670000 -0.876307 0.844328 0.809017 -0.951057
6680000 -0.904827 0.770513 0.587785 -0.951057
6690000 -0.929776 0.684547 0.309017 -0.587785
6700000 -0.951057 0.587785 -0.000000 0.000000
6710000 -0.968583 0.481754 -0.309017 0.587785
6720000 -0.982287 0.368125 -0.587785 0.951057
6730000 -0.992115 0.248690 -0.809017 0.951057
6740000 -0.998027 0.125333 -0.951057 0.587785
6750000 -1.000000 0.000000 -1.000000 0.000000
6760000 -0.998027 -0.125333 -0.951057 -0.587785
6770000 -0.992115 -0.248690 -0.809017 -0.951057
6780000 -0.982287 -0.368125 -0.587785 -0.951057
6790000 -0.968583 -0.481754 -0.309017 -0.587785
6800000 -0.951057 -0.587785 0.000000 0.000000
6.810000e+06 -0.929776 -0.684547 0.309017 0.587785
6820000 -0.904827 -0.770513 0.587785 0.951057
6830000 -0.876307 -0.844328 0.809017 0.951057
6840000 -0.844328 -0.904827 0.951057 0.587785
6.850000e+06 -0.809017 -0.951057 1.000000 -0.000000
6860000 -0.770513 -0.982287 0.951057 -0.587785
6870000 -0.728969 -0.998027 0.809017 -0.951057
6880000 -0.684547 -0.998027 0.587785 -0.951057
6.890000e+06 -0.637424 -0.982287 0.309017 -0.587785
6900000 -0.587785 -0.951057 0.000000 -0.000000
6910000 -0.535827 -0.904827 -0.309017 0.587785
6920000 -0.481754 -0.844328 -0.587785 0.951057
6930000 -0.425779 -0.770513 -0.809017 0.951057
6940000 -0.368125 -0.684547 -0.951057 0.587785
6950000 -0.309017 -0.587785 -1.000000 0.000000
6960000 -0.248690 -0.481754 -0.951057 -0.587785
6970000 -0.187381 -0.368125 -0.809017 -0.951057
6980000 -0.125333 -0.248690 -0.587785 -0.951057
6990000 -0.062791 -0.125333 -0.309017 -0.587785
7000000 -0.000000 -0.000000 -0.000000 -0.000000
7010000 0.062791 0.125333 0.309017 0.587785
7020000 0.125333 0.248690 0.587785 0.951057
7030000 0.187381 0.368125 0.809017 0.951057
7040000 0.248690 0.481754 0.951057 0.587785
7050000 0.309017 0.587785 1.000000 -0.000000
7.060000e+06 0.368125 0.684547 0.951057 -0.587785
7070000 0.425779 0.770513 0.809017 -0.951057
7080000 0.481754 0.844328 0.587785 -0.951057
7090000 0.535827 0.904827 0.309017 -0.587785
7.100000e+06 0.587785 0.951057 -0.000000 0.000000
7110000 0.637424 0.982287 -0.309017 0.587785
7120000 0.684547 0.998027 -0.587785 0.951057
7130000 0.728969 0.998027 -0.809017 0.951057
7.140000e+06 0.770513 0.982287 -0.951057 0.587785
7150000 0.809017 0.951057 -1.000000 -0.000000
7160000 0.844328 0.904827 -0.951057 -0.587785
7170000 0.876307 0.844328 -0.809017 -0.951057
7180000 0.904827 0.770513 -0.587785 -0.951057
7190000 0.929776 0.684547 -0.309017 -0.587785
7200000 0.951057 0.587785 -0.000000 -0.000000
7210000 0.968583 0.481754 0.309017 0.587785
7220000 0.982287 0.368125 0.587785 0.951057
7230000 0.992115 0.248690 0.809017 0.951057
7240000 0.998027 0.125333 0.951057 0.587785
7250000 1.000000 -0.000000 1.000000 -0.000000
7260000 0.998027 -0.125333 0.951057 -0.587785
7270000 0.992115 -0.248690 0.809017 -0.951057
7280000 0.982287 -0.368125 0.587785 -0.951057
7290000 0.968583 -0.481754 0.309017 -0.587785
7300000 0.951057 -0.587785 0.000000 -0.000000
7.310000e+06 0.929776 -0.684547 -0.309017 0.587785
7320000 0.904827 -0.770513 -0.587785 0.951057
7330000 0.876307 -0.844328 -0.809017 0.951057
7340000 0.844328 -0.904827 -0.951057 0.587785
7.350000e+06 0.809017 -0.951057 -1.000000 -0.000000
7360000 0.770513 -0.982287 -0.951057 -0.587785
7370000 0.728969 -0.998027 -0.809017 -0.951057
7380000 0.684547 -0.998027 -0.587785 -0.951057
7.390000e+06 0.637424 -0.982287 -0.309017 -0.587785
7400000 0.587785 -0.951057 -0.000000 -0.000000
7410000 0.535827 -0.904827 0.309017 0.587785
7420000 0.481754 -0.844328 0.587785 0.951057
7430000 0.425779 -0.770513 0.809017 0.951057
7440000 0.368125 -0.684547 0.951057 0.587785
7450000 0.309017 -0.587785 1.000000 0.000000
7460000 0.248690 -0.481754 0.951057 -0.587785
7470000 0.187381 -0.368125 0.809017 -0.951057
7480000 0.125333 -0.248690 0.587785 -0.951057
7490000 0.062791 -0.125333 0.309017 -0.587785
7500000 0.000000 -0.000000 0.000000 -0.000000
7510000 -0.062791 0.125333 -0.309017 0.587785
7520000 -0.125333 0.248690 -0.587785 0.951057
7530000 -0.187381 0.368125 -0.809017 0.951057
7540000 -0.248690 0.481754 -0.951057 0.587785
7550000 -0.309017 0.587785 -1.000000 0.000000
7.560000e+06 -0.368125 0.684547 -0.951057 -0.587785
7570000 -0.425779 0.770513 -0.809017 -0.951057
7580000 -0.481754 0.844328 -0.587785 -0.951057
7590000 -0.535827 0.904827 -0.309017 -0.587785
7.600000e+06 -0.587785 0.951057 -0.000000 -0.000000
7610000 -0.637424 0.982287 0.309017 0.587785
7620000 -0.684547 0.998027 0.587785 0.951057
7630000 -0.728969 0.998027 0.809017 0.951057
7.640000e+06 -0.770513 0.982287 0.951057 0.587785
7650000 -0.809017 0.951057 1.000000 0.000000
7660000 -0.844328 0.904827 0.951057 -0.587785
7670000 -0.876307 0.844328 0.809017 -0.951057
7680000 -0.904827 0.770513 0.587785 -0.951057
7690000 -0.929776 0.684547 0.309017 -0.587785
7700000 -0.951057 0.587785 -0.000000 0.000000
7710000 -0.968583 0.481754 -0.309017 0.587785
7720000 -0.982287 0.368125 -0.587785 0.951057
7730000 -0.992115 0.248690 -0.809017 0.951057
7740000 -0.998027 0.125333 -0.951057 0.587785
7750000 -1.000000 0.000000 -1.000000 0.000000
7760000 -0.998027 -0.125333 -0.951057 -0.587785
7770000 -0.992115 -0.248690 -0.809017 -0.951057
7780000 -0.982287 -0.368125 -0.587785 -0.951057
7790000 -0.968583 -0.481754 -0.309017 -0.587785
7800000 -0.951057 -0.587785 -0.000000 -0.000000
7.810000e+06 -0.929776 -0.684547 0.309017 0.587785
7820000 -0.904827 -0.770513 0.587785 0.951057
7830000 -0.876307 -0.844328 0.809017 0.951057
7840000 -0.844328 -0.904827 0.951057 0.587785
7.850000e+06 -0.809017 -0.951057 1.000000 -0.000000
7860000 -0.770513 -0.982287 0.951057 -0.587785
7870000 -0.728969 -0.998027 0.809017 -0.951057
7880000 -0.684547 -0.998027 0.587785 -0.951057
7.890000e+06 -0.637424 -0.982287 0.309017 -0.587785
7900000 -0.587785 -0.951057 -0.000000 0.000000
7910000 -0.535827 -0.904827 -0.309017 0.587785
7920000 -0.481754 -0.844328 -0.587785 0.951057
7.930000e+06 -0.425779 -0.770513 -0.809017 0.951057
7940000 -0.368125 -0.684547 -0.951057 0.587785
7950000 -0.309017 -0.587785 -1.000000 0.000000
7960000 -0.248690 -0.481754 -0.951057 -0.587785
7970000 -0.187381 -0.368125 -0.809017 -0.951057
7980000 -0.125333 -0.248690 -0.587785 -0.951057
7990000 -0.062791 -0.125333 -0.309017 -0.587785
8000000 -0.000000 -0.000000 -0.000000 -0.000000
8010000 0.062791 0.125333 0.309017 0.587785
8020000 0.125333 0.248690 0.587785 0.951057
8.030000e+06 0.187381 0.368125 0.809017 0.951057
8.040000e+06 0.248690 0.481754 0.951057 0.587785
8.050000e+06 0.309017 0.587785 1.000000 0.000000
8.060000e+06 0.368125 0.684547 0.951057 -0.587785
8070000 0.425779 0.770513 0.809017 -0.951057
8080000 0.481754 0.844328 0.587785 -0.951057
8090000 0.535827 0.904827 0.309017 -0.587785
8100000 0.587785 0.951057 0.000000 -0.000000
8.110000e+06 0.637424 0.982287 -0.309017 0.587785
8.120000e+06 0.684547 0.998027 -0.587785 0.951057
8.130000e+06 0.728969 0.998027 -0.809017 0.951057
8.140000e+06 0.770513 0.982287 -0.951057 0.587785
8150000 0.809017 0.951057 -1.000000 -0.000000
8160000 0.844328 0.904827 -0.951057 -0.587785
8170000 0.876307 0.844328 -0.809017 -0.951057
8180000 0.904827 0.770513 -0.587785 -0.951057
8.190000e+06 0.929776 0.684547 -0.309017 -0.587785
8.200000e+06 0.951057 0.587785 -0.000000 -0.000000
8.210000e+06 0.968583 0.481754 0.309017 0.587785
8.220000e+06 0.982287 0.368125 0.587785 0.951057
8230000 0.992115 0.248690 0.809017 0.951057
8240000 0.998027 0.125333 0.951057 0.587785
8250000 1.000000 0.000000 1.000000 -0.000000
8260000 0.998027 -0.125333 0.951057 -0.587785
8270000 0.992115 -0.248690 0.809017 -0.951057
8.280000e+06 0.982287 -0.368125 0.587785 -0.951057
8.290000e+06 0.968583 -0.481754 0.309017 -0.587785
8.300000e+06 0.951057 -0.587785 -0.000000 0.000000
8.310000e+06 0.929776 -0.684547 -0.309017 0.587785
8320000 0.904827 -0.770513 -0.587785 0.951057
8330000 0.876307 -0.844328 -0.809017 0.951057
8340000 0.844328 -0.904827 -0.951057 0.587785
8350000 0.809017 -0.951057 -1.000000 0.000000
8.360000e+06 0.770513 -0.982287 -0.951057 -0.587785
8.370000e+06 0.728969 -0.998027 -0.809017 -0.951057
8.380000e+06 0.684547 -0.998027 -0.587785 -0.951057
8390000 0.637424 -0.982287 -0.309017 -0.587785
8400000 0.587785 -0.951057 0.000000 0.000000
8410000 0.535827 -0.904827 0.309017 0.587785
8420000 0.481754 -0.844328 0.587785 0.951057
8430000 0.425779 -0.770513 0.809017 0.951057
8440000 0.368125 -0.684547 0.951057 0.587785
8450000 0.309017 -0.587785 1.000000 0.000000
8460000 0.248690 -0.481754 0.951057 -0.587785
8470000 0.187381 -0.368125 0.809017 -0.951057
8480000 0.125333 -0.248690 0.587785 -0.951057
8490000 0.062791 -0.125333 0.309017 -0.587785
8500000 -0.000000 0.000000 0.000000 -0.000000
8510000 -0.062791 0.125333 -0.309017 0.587785
8520000 -0.125333 0.248690 -0.587785 0.951057
8530000 -0.187381 0.368125 -0.809017 0.951057
8540000 -0.248690 0.481754 -0.951057 0.587785
8550000 -0.309017 0.587785 -1.000000 -0.000000
8560000 -0.368125 0.684547 -0.951057 -0.587785
8570000 -0.425779 0.770513 -0.809017 -0.951057
8580000 -0.481754 0.844328 -0.587785 -0.951057
8590000 -0.535827 0.904827 -0.309017 -0.587785
8600000 -0.587785 0.951057 -0.000000 -0.000000
8610000 -0.637424 0.982287 0.309017 0.587785
8.620000e+06 -0.684547 0.998027 0.587785 0.951057
8630000 -0.728969 0.998027 0.809017 0.951057
8640000 -0.770513 0.982287 0.951057 0.587785
8650000 -0.809017 0.951057 1.000000 0.000000
8660000 -0.844328 0.904827 0.951057 -0.587785
8670000 -0.876307 0.844328 0.809017 -0.951057
8680000 -0.904827 0.770513 0.587785 -0.951057
8690000 -0.929776 0.684547 0.309017 -0.587785
8.700000e+06 -0.951057 0.587785 -0.000000 0.000000
8710000 -0.968583 0.481754 -0.309017 0.587785
8720000 -0.982287 0.368125 -0.587785 0.951057
8730000 -0.992115 0.248690 -0.809017 0.951057
8740000 -0.998027 0.125333 -0.951057 0.587785
8750000 -1.000000 0.000000 -1.000000 0.000000
8760000 -0.998027 -0.125333 -0.951057 -0.587785
8770000 -0.992115 -0.248690 -0.809017 -0.951057
8780000 -0.982287 -0.368125 -0.587785 -0.951057
8790000 -0.968583 -0.481754 -0.309017 -0.587785
8800000 -0.951057 -0.587785 0.000000 0.000000
8810000 -0.929776 -0.684547 0.309017 0.587785
8820000 -0.904827 -0.770513 0.587785 0.951057
8830000 -0.876307 -0.844328 0.809017 0.951057
8840000 -0.844328 -0.904827 0.951057 0.587785
8850000 -0.809017 -0.951057 1.000000 0.000000
8860000 -0.770513 -0.982287 0.951057 -0.587785
8.870000e+06 -0.728969 -0.998027 0.809017 -0.951057
8880000 -0.684547 -0.998027 0.587785 -0.951057
8890000 -0.637424 -0.982287 0.309017 -0.587785
8900000 -0.587785 -0.951057 -0.000000 0.000000
8910000 -0.535827 -0.904827 -0.309017 0.587785
8920000 -0.481754 -0.844328 -0.587785 0.951057
8930000 -0.425779 -0.770513 -0.809017 0.951057
8940000 -0.368125 -0.684547 -0.951057 0.587785
8.950000e+06 -0.309017 -0.587785 -1.000000 -0.000000
8960000 -0.248690 -0.481754 -0.951057 -0.587785
8970000 -0.187381 -0.368125 -0.809017 -0.951057
8980000 -0.125333 -0.248690 -0.587785 -0.951057
8990000 -0.062791 -0.125333 -0.309017 -0.587785
9000000 -0.000000 -0.000000 -0.000000 -0.000000
9010000 0.062791 0.125333 0.309017 0.587785
9020000 0.125333 0.248690 0.587785 0.951057
9030000 0.187381 0.368125 0.809017 0.951057
9040000 0.248690 0.481754 0.951057 0.587785
9050000 0.309017 0.587785 1.000000 0.000000
9060000 0.368125 0.684547 0.951057 -0.587785
9070000 0.425779 0.770513 0.809017 -0.951057
9080000 0.481754 0.844328 0.587785 -0.951057
9090000 0.535827 0.904827 0.309017 -0.587785
9100000 0.587785 0.951057 0.000000 -0.000000
9110000 0.637424 0.982287 -0.309017 0.587785
9.120000e+06 0.684547 0.998027 -0.587785 0.951057
9130000 0.728969 0.998027 -0.809017 0.951057
9140000 0.770513 0.982287 -0.951057 0.587785
9150000 0.809017 0.951057 -1.000000 -0.000000
9160000 0.844328 0.904827 -0.951057 -0.587785
9170000 0.876307 0.844328 -0.809017 -0.951057
9180000 0.904827 0.770513 -0.587785 -0.951057
9190000 0.929776 0.684547 -0.309017 -0.587785
9.200000e+06 0.951057 0.587785 0.000000 0.000000
9210000 0.968583 0.481754 0.309017 0.587785
9220000 0.982287 0.368125 0.587785 0.951057
9230000 0.992115 0.248690 0.809017 0.951057
9240000 0.998027 0.125333 0.951057 0.587785
9250000 1.000000 0.000000 1.000000 0.000000
9260000 0.998027 -0.125333 0.951057 -0.587785
9270000 0.992115 -0.248690 0.809017 -0.951057
9280000 0.982287 -0.368125 0.587785 -0.951057
9290000 0.968583 -0.481754 0.309017 -0.587785
9300000 0.951057 -0.587785 -0.000000 0.000000
9310000 0.929776 -0.684547 -0.309017 0.587785
9320000 0.904827 -0.770513 -0.587785 0.951057
9330000 0.876307 -0.844328 -0.809017 0.951057
9340000 0.844328 -0.904827 -0.951057 0.587785
9350000 0.809017 -0.951057 -1.000000 0.000000
9360000 0.770513 -0.982287 -0.951057 -0.587785
9.370000e+06 0.728969 -0.998027 -0.809017 -0.951057
9380000 0.684547 -0.998027 -0.587785 -0.951057
9390000 0.637424 -0.982287 -0.309017 -0.587785
9400000 0.587785 -0.951057 0.000000 0.000000
9410000 0.535827 -0.904827 0.309017 0.587785
9420000 0.481754 -0.844328 0.587785 0.951057
9430000 0.425779 -0.770513 0.809017 0.951057
9440000 0.368125 -0.684547 0.951057 0.587785
9.450000e+06 0.309017 -0.587785 1.000000 -0.000000
9460000 0.248690 -0.481754 0.951057 -0.587785
9470000 0.187381 -0.368125 0.809017 -0.951057
9480000 0.125333 -0.248690 0.587785 -0.951057
9490000 0.062791 -0.125333 0.309017 -0.587785
9500000 0.000000 -0.000000 0.000000 -0.000000
9510000 -0.062791 0.125333 -0.309017 0.587785
9520000 -0.125333 0.248690 -0.587785 0.951057
9530000 -0.187381 0.368125 -0.809017 0.951057
9540000 -0.248690 0.481754 -0.951057 0.587785
9550000 -0.309017 0.587785 -1.000000 0.000000
9560000 -0.368125 0.684547 -0.951057 -0.587785
9570000 -0.425779 0.770513 -0.809017 -0.951057
9580000 -0.481754 0.844328 -0.587785 -0.951057
9590000 -0.535827 0.904827 -0.309017 -0.587785
9600000 -0.587785 0.951057 -0.000000 -0.000000
9610000 -0.637424 0.982287 0.309017 0.587785
9.620000e+06 -0.684547 0.998027 0.587785 0.951057
9630000 -0.728969 0.998027 0.809017 0.951057
9640000 -0.770513 0.982287 0.951057 0.587785
9650000 -0.809017 0.951057 1.000000 0.000000
9660000 -0.844328 0.904827 0.951057 -0.587785
9670000 -0.876307 0.844328 0.809017 -0.951057
9680000 -0.904827 0.770513 0.587785 -0.951057
